Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
barely-petaled,Barely Petaled,"<pre ><code>Inspired By: W Hotel</code></pre><ul ><li><p ><strong><span>Top Notes: </span></strong>Jasmine, Neroli, and Perilla</p></li><li><p ><strong><span>Middle Notes: </span></strong>Rose , Lemon, Peony</p></li><li><p ><strong><span>Base Notes: </span></strong>Musk</p></li></ul><p >Jasmine and neroli drape over perilla like silk sheets on sun-warmed skin. Then comes the tease: rose, lemon, and peony twirl in, floral and fizzy, like champagne on a scandalous afternoon. And just when it feels too innocent, musk slides in beneath it all—clean, skin-like, and just suggestive enough to raise an eyebrow.</p><p >It’s not a bouquet. It’s bait.</p><p ><strong>Mood: </strong>Fresh, Delicate, Zesty</p><h4 ><strong><span>Size matters</span></strong></h4><p >Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul ><li><p ><strong>10ml: </strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/rp1w7bf2h55nb7b5t1f62p1pd5l7xp"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/car-2"">Mobile Two</a></p></li><li><p ><strong>150ml: </strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffuser/p/metal-1"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong>500ml</strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-one2"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffuser/p/polymer-1"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,HC-BP-500,,shopify,12,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Barely Petaled,,,unisex,adult,HC-BP-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
barely-petaled,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/215a794b-81bb-4ba1-b522-8682987ccb6f/Barely+Petaled.png,1,Barely Petaled - Image 1,,,,,,,,,,,,,,,,,,,,
barely-petaled,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/6605d7c0-40ef-4694-8d38-dbf08a155a3a/barely+petaled+bottle.jpeg,2,Barely Petaled - Image 2,,,,,,,,,,,,,,,,,,,,
savagé-af,Savagé AF,"<h4 ><a href=""https://www.whiffedaromas.com/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: Sauvage, Dior</code></pre><ul ><li><p ><strong><span>Top Notes: </span></strong>Calabrian Bergamot, and Pepper</p></li><li><p ><strong><span>Middle Notes: </span></strong>Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, and Elemi</p></li><li><p ><strong><span>Base Notes: </span></strong>Ambroxan, Cedar, and Labdanum</p></li></ul><p >Zesty bergamot and spicy pepper open the show, then it dives into a smoky-smooth swirl of lavender, patchouli, and vetiver. Grounded by warm cedar and ambroxan, this scent doesn’t follow rules—it makes its own. Clean, wild, and a little dangerous.</p><p ><strong><span>Mood: </span></strong>Fresh. Bold. Precise</p><h4 ><strong>Size Matters</strong></h4><p >Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul ><li><p ><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p ><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,10ml,,,,,GE-SAF-10,,shopify,999,deny,manual,29.99,19.99,TRUE,TRUE,,,,,FALSE,Savagé AF,,,unisex,adult,GE-SAF-10,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
savagé-af,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/82cc41e2-01e2-4d22-964f-1e94c5ad37f1/savage+af+scent.png,1,Savagé AF - Image 1,,,,,,,,,,,,,,,,,,,,
savagé-af,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c108623f-5cd1-46f0-8c66-93ff397d8223/Savage+AF+bottle.jpeg,2,Savagé AF - Image 2,,,,,,,,,,,,,,,,,,,,
saint-sinner,Saint & Sinner,"<h4 ><a href=""https://www.whiffedaromas.com/gilded-exotics""><strong>A GILDED EXOTICS COLLECTION</strong></a></h4><pre><code>Inspired By: New Look, Dior</code></pre><ul ><li><p ><strong><span>Top Notes: </span></strong><span>Aldehydes</span></p></li><li><p ><strong><span>Middle Notes: </span></strong><span>Frankincense</span></p></li><li><p ><strong><span>Base Notes: </span></strong><span>Amber</span></p></li></ul><p >Walks in with a halo—then sets the room on fire. Scent opens with aldehydes so clean they practically confess for you, but don’t be fooled. Frankincense rolls in next, dark and reverent like incense in a locked-door chapel. And when the amber hits? It’s game over—warm, golden, and clinging tscent like a secret you swore you'd never tell.</p><p >Smells like redemption. Feels like temptation.</p><p ><strong>Mood</strong>: Sultry. Smoldering. Luminous</p><h4 ><strong>Size Matters</strong></h4><p >Let us help you decide which bottle size to select based on the Whiff Maker [Diffuser] model.</p><ul ><li><p ><strong><span>10ml: </span></strong>Perfect size for <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-one"">Mobile One</a> or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/mobile-two"">Mobile Two</a></p></li><li><p ><strong><span>150ml: </span></strong>Works for either <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-200"">Fusion 200</a> (200ml) or <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/twosome"">Twosome</a> (100ml).</p></li><li><p ><strong><span>500ml</span></strong>: Fills up <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/fusion-500"">Fusion 500</a> (500ml) and <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-diffusers/p/polymer-one"">Polymer One</a> (400ml) to satisfaction, with more left for later.</p></li></ul><p >View a complete list of all machines <a href=""https://hibiscus-hen-gl8a.squarespace.com/machines-by-space-size"">here</a>.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Size,500ml,,,,,GE-S&S-500,,shopify,1,deny,manual,160.00,129.99,TRUE,TRUE,,,,,FALSE,Saint & Sinner,,,unisex,adult,GE-S&S-500,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
saint-sinner,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/9553a54e-a934-4342-9ef4-7f2a552205a0/Holy+Smokes.png,1,Saint & Sinner - Image 1,,,,,,,,,,,,,,,,,,,,
saint-sinner,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c8ec1788-6fcd-4474-98a7-e845bb78d690/saint+%26+sinner+bottle.jpeg,2,Saint & Sinner - Image 2,,,,,,,,,,,,,,,,,,,,
black,Black,"<pre><code>Inspired By: Le Labo, Santal 33</code></pre><ul ><li><p ><strong>Top Notes: </strong>Cardamom, Violet, Iris</p><p ><strong>Middle Notes: </strong>Sandalwood, Papyrus, Virginia Cedar</p><p ><strong>Base Notes: </strong>Leather, Amber</p></li></ul><p >Once you back <em>Black</em>, you never go back.</p><p >Black is the bad habit you’ll brag about. It opens with a kick of cardamom heat, cooled off by a sly wink of iris and violet—sharp, sexy, a little dangerous. Then the woods take over: sandalwood and cedar laying down a creamy, smoky rhythm that pulls you closer. The finale? Leather, papyrus, and amber that stick around like a lover who won’t leave your sheets.</p><p >Not polite. Not safe. Just devastatingly good. </p><p ><strong>Mood:</strong> Woody. Leathered. Seductive.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,OILS,TRUE,Size,500ml,,,,,SQ3373110,,shopify,999,deny,manual,124.99,94.99,TRUE,TRUE,,,,,FALSE,Black,,,unisex,adult,SQ3373110,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
black,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/373be968-bb91-4383-8756-c48facd2d70c/black.jpeg,1,Black - Image 1,,,,,,,,,,,,,,,,,,,,
black,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/cac22823-e7ae-4e7d-b260-567d506d5a17/black.png,2,Black - Image 2,,,,,,,,,,,,,,,,,,,,
mobile-two,Mobile Two,"<p >Say hello to the Mobile Two Portable Scent Diffuser — your on-the-go whiffer built for the road, the ride, and wherever life takes you. Car? Airbnb? Tiny hotel room with mysterious smells? Handled.</p><p >Made from high-quality aluminum and with a built-in working timer (up to 4 hours), it’s sleek, quiet, and compact enough to slip into your car cup holder or desktop; it’s always ready to roll. Whether you’re chasing zen on a long commute, need a scent to relax you during the work day, or want to bring spa vibes to your suitcase, <em>Mobile Two</em> keeps your air as fresh as your playlist.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,Black,,,,,MB2-BL,,shopify,65,deny,manual,119.00,79.99,TRUE,TRUE,,,,,FALSE,Mobile Two,,,unisex,adult,MB2-BL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
mobile-two,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/2283815e-973e-42b5-8d07-569140f7b292/whiff+car+aluminum.jpg,1,Mobile Two - Image 1,,,,,,,,,,,,,,,,,,,,
mobile-two,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/5dd3651a-3a9a-4d97-9671-372fe23d42e2/whiff+car+black.jpg,2,Mobile Two - Image 2,,,,,,,,,,,,,,,,,,,,
mobile-two,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/8db2e8ed-0b3b-4d7e-868d-0a61e1d557ce/mobile+two+tabletop.jpg,3,Mobile Two - Image 3,,,,,,,,,,,,,,,,,,,,
metal-two-top-scent-bundle,Metal Two & Top Scent Bundle,"<p ><strong>The Metal Two bundle comes with one 150ml bottle of our most popular </strong><a href=""/substances-oils/hotels-and-resorts-collection""><strong>Hotel</strong></a><strong>, </strong><a href=""/substances-oils/gilded-exotics-collection""><strong>Gilded Exotics</strong></a><strong>, or </strong><a href=""/substances-oils/designer-inspired-collection""><strong>Designer</strong></a><strong> collection.</strong></p><p >Say hello to <em>Metal Two </em>— the sleek, scent-slinging genius your space has always needed.</p><p >This machine, with an industrial flair, covers up to 3,500 sq.ft It uses cold air diffusion to mist pure fragrance without heat or water and no residue. It’s HVAC safe, mounts on walls, or stand solo — whatever your home’s style, the <em>Metal Two</em> complements.</p><p >The <em>Metal Two</em> uses our, V1, unbranded scenting App.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,"commercial, home, office, hotel, home office, hvac, whole home, entire house",TRUE,Scent,Designer,,,,,BDL-MTL1-DSN,,shopify,4,deny,manual,499.00,189.00,TRUE,TRUE,,,,,FALSE,Metal Two & Top Scent Bundle,,,unisex,adult,BDL-MTL1-DSN,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
metal-two-top-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/e4590c51-9ffe-44a8-ae39-55f67f8bab78/metal+1.png,1,Metal Two & Top Scent Bundle - Image 1,,,,,,,,,,,,,,,,,,,,
metal-two-top-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/21d7c01b-ea16-4064-a052-86ab5b7d6f78/metal%2B1%2Bproduct%2Bimage%2B1.jpg,2,Metal Two & Top Scent Bundle - Image 2,,,,,,,,,,,,,,,,,,,,
metal-two-top-scent-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/46c90011-9144-4492-a1cf-cdac43fc39d7/mel+1+product+image+2.JPG,3,Metal Two & Top Scent Bundle - Image 3,,,,,,,,,,,,,,,,,,,,
polymer-one,Polymer One,"<p >Polymer One — up high, out of sight, all the scent.</p><p >Hugs your wall like it was built to be there, but will also be happy on a shelf. With a generous 400ml oil chamber and waterless diffusion, it fills your space with pure, undiluted fragrance that lingers like a compliment whispered in passing.</p><p >Whether you’re scenting a boutique, a large space, or an entryway that deserves a little drama, this diffuser makes it effortless and elevated.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,Black,,,,,MCH-PLY-BL,,shopify,49,deny,manual,229.99,159.99,TRUE,TRUE,,,,,FALSE,Polymer One,,,unisex,adult,MCH-PLY-BL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
polymer-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/21c29188-156b-4a53-b77f-8f7bcde8a00e/polymer+1+black.png,1,Polymer One - Image 1,,,,,,,,,,,,,,,,,,,,
polymer-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/84d267cb-ea3e-453c-b72a-e257e4feb995/polymer+1+white.png,2,Polymer One - Image 2,,,,,,,,,,,,,,,,,,,,
polymer-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/54b033b9-d5ae-486f-b1cf-04f5b629156f/polymer+1+product+image.jpg,3,Polymer One - Image 3,,,,,,,,,,,,,,,,,,,,
polymer-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/fed5f861-401a-4430-8a78-3cb208403982/polymer+1+screen.jpg,4,Polymer One - Image 4,,,,,,,,,,,,,,,,,,,,
polymer-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/dd5b2d31-c582-4831-89b3-fbc55cb286e3/polymer+1+in+action.gif,5,Polymer One - Image 5,,,,,,,,,,,,,,,,,,,,
twosome,Twosome,"<p >Twosome — two scent nozzles, one mission, total scent domination.</p><p >With two 50ml diffusers, it delivers pure scents from <em>both</em> ends — because sometimes, one just isn’t enough. No water. No drama. Just bold, beautiful scenting.</p><p >Add the same scent or two different ones and switch it up anytime via the app or the onboard controls.</p><p >Whether you’re dressing up a spa, a studio, or your scandalously good-smelling living room, this diffuser is here to serve double the vibes in half the effort.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,Black,,,,,TS1-BL,,shopify,50,deny,manual,230.00,139.99,TRUE,TRUE,,,,,FALSE,Twosome,,,unisex,adult,TS1-BL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
twosome,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/4cb97615-3dee-4610-81dc-786fa34d947d/twosome+in+action.gif,1,Twosome - Image 1,,,,,,,,,,,,,,,,,,,,
twosome,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/c93a0ea6-e556-4a49-9fe0-12ca168a2237/twosome%2Bblack.jpg,2,Twosome - Image 2,,,,,,,,,,,,,,,,,,,,
twosome,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/243076d5-1822-4c62-b2e8-7e4f2970c724/twosome+silver.jpeg,3,Twosome - Image 3,,,,,,,,,,,,,,,,,,,,
twosome,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/2e3a449d-41bf-4716-b266-d0041bb7d8f1/twosome+living+room.jpeg,4,Twosome - Image 4,,,,,,,,,,,,,,,,,,,,
mobile-one,Mobile One,"<p >Say hello to the rechargeable, Mobile One Portable Scent Diffuser — your on-the-go whiffer built for the road, the ride, and wherever life takes you. </p><p >Crafted from premium aluminum with color-changing LEDs, Mobile Two delivers sleek, silent performance—perfect for your car cup holder. Whether you’re heading to work or going for a joy ride, it fills your car with scent that matches your vibe.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,Silver,,,,,MB1-SL,,shopify,69,deny,manual,119.00,79.99,TRUE,TRUE,,,,,FALSE,Mobile One,,,unisex,adult,MB1-SL,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
mobile-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/0770b47a-8d70-4fcb-9a34-5f9fb0c7c643/Mobile+One+Main.jpg,1,Mobile One - Image 1,,,,,,,,,,,,,,,,,,,,
mobile-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/e067a00a-6c19-4dfe-9d48-f01d0af298aa/Mobile+One+white+background.jpeg,2,Mobile One - Image 2,,,,,,,,,,,,,,,,,,,,
fusion-200,Fusion 200,"<h4 >Black Friday Warmup: Beat the rush! Get up to 33% off now + an extra 15% off automatically at checkout.</h4><ul ><li><p >Oil level indicator through app and machine</p></li><li><p ><span>Scents up to 2,000 sq.ft. </span>(3,500 sq.ft. through HVAC)</p></li><li><p >200ml oil bottle</p></li></ul><p >The Fusion 200 — the sleek, silent seducer everyone in your space will ask about. The Fusion 200 is the smaller sibling of the <a href=""/machines-diffusers/p/fusion-500"">Fusion 500.</a></p><p >Connects to your HVAC or mounts on the wall to scent your space with pure, waterless fragrance. With Bluetooth app control, it lets you schedule, adjust, and aromatize the air with ease. The 200 mL oil container, ultra-quiet motor (under 38 dB), and anti-tamper lock make it perfect for homes, boutiques, or any space that needs a little extra allure. Smart, stylish, and made to make your air irresistible.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,White,,,,,FUS-200-WH,,shopify,25,deny,manual,599.00,399.00,TRUE,TRUE,,,,,FALSE,Fusion 200,,,unisex,adult,FUS-200-WH,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
fusion-200,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/6e446d46-3629-4cb6-827e-9f484d5c8cd4/IMG_2955.png,1,Fusion 200 - Image 1,,,,,,,,,,,,,,,,,,,,
fusion-200,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/700f3c3b-b6ca-4504-a7bb-e454eb6d3654/Fusion+200+black.jpeg,2,Fusion 200 - Image 2,,,,,,,,,,,,,,,,,,,,
fusion-200,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/399f382f-577c-49b0-affa-72de6e1f1832/IMG_2956.jpg,3,Fusion 200 - Image 3,,,,,,,,,,,,,,,,,,,,
fusion-200,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/47a7f561-9400-434f-a7fa-a2bc1dd46d56/IMG_2945.jpg,4,Fusion 200 - Image 4,,,,,,,,,,,,,,,,,,,,
fusion-200,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/ce573c6b-43c4-4fde-b2b5-51dd2f465f62/IMG_2951.jpg,5,Fusion 200 - Image 5,,,,,,,,,,,,,,,,,,,,
fusion-200,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/bb361d89-fe86-49a5-aeb0-cd38e6c42ac9/Fusion+200.jpg,6,Fusion 200 - Image 6,,,,,,,,,,,,,,,,,,,,
fusion-200,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/ccd7701e-4063-4955-ba71-2e433bac419b/Fusion+200_500+woman+and+dog.png,7,Fusion 200 - Image 7,,,,,,,,,,,,,,,,,,,,
fusion-200,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/b0c67028-e0b2-41a1-9ef6-b5c6b0d9118f/Fusion+200_500+living+room.png,8,Fusion 200 - Image 8,,,,,,,,,,,,,,,,,,,,
fusion-500,Fusion 500,"<ul ><li><p >Oil level indicator through app and machine</p></li><li><p ><span>Scents up to 5,000 sq.ft. + (with HVAC)</span></p></li><li><p >500ml oil bottle </p></li></ul><p >The Fusion 500 — it’s the boss of the airwaves your large space deserves and is the larger sibling of the <a href=""/machines-diffusers/p/fusion-200"">Fusion 200</a>.</p><p >With a 500ml oil capacity, it floods up to 5,000 sq.ft + with your chosen aroma, transforming any space into an immersive vibe. With Bluetooth app control, it lets you schedule, adjust, and aromatize the air with ease. The ultra-quiet motor (under 38 dB), and anti-tamper lock make it perfect for homes, boutiques, or any space that needs a little extra allure. Smart, stylish, and made to make your air irresistible.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,Color,White,,,,,FUS-500-WH,,shopify,35,deny,manual,749.00,499.00,TRUE,TRUE,,,,,FALSE,Fusion 500,,,unisex,adult,FUS-500-WH,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
fusion-500,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/700f3c3b-b6ca-4504-a7bb-e454eb6d3654/Fusion+200+black.jpeg,1,Fusion 500 - Image 1,,,,,,,,,,,,,,,,,,,,
fusion-500,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/bb361d89-fe86-49a5-aeb0-cd38e6c42ac9/Fusion+200.jpg,2,Fusion 500 - Image 2,,,,,,,,,,,,,,,,,,,,
fusion-500,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/8a234f8f-06f3-435a-8849-7b47b5c5f703/IMG_2934.jpg,3,Fusion 500 - Image 3,,,,,,,,,,,,,,,,,,,,
fusion-500,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/ad86e65d-7577-4559-825a-560cc30929bc/IMG_2931.jpg,4,Fusion 500 - Image 4,,,,,,,,,,,,,,,,,,,,
fusion-500,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/545e13e6-74f7-4f5a-a419-ecef070af050/IMG_2939.jpg,5,Fusion 500 - Image 5,,,,,,,,,,,,,,,,,,,,
fusion-500,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/f87913e5-c20d-4a41-970d-c15541dee1d4/Fusion+500+Packaging+1.jpg,6,Fusion 500 - Image 6,,,,,,,,,,,,,,,,,,,,
fusion-500,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/d869738d-d457-4e8a-924f-b28656e61690/IMG_2932.jpg,7,Fusion 500 - Image 7,,,,,,,,,,,,,,,,,,,,
big-one,Big One,"<p >Big room. Big scent. The Big One is our powerhouse scent machine made for wide-open spaces. Think showrooms, clubs, or bougie hotel lobbies. It floods up to 15,000 sq.ft. of open space with effortless scent and app-based remote scheduling with pro-grade diffusion tech. It’s the olfactory drama your customers (and employees) have been longing for.</p>",Whiffed Aromas,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Fragrance Oil,,TRUE,,,,,,,BG-ONE,,shopify,4,deny,manual,1499.00,899.00,TRUE,TRUE,,,,,FALSE,Big One,,,unisex,adult,BG-ONE,new,TRUE,,ml,,,TRUE,,,TRUE,,,active
big-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/a81d1073-d84d-4601-90e6-62915d00babb/Big%2BOne%2Bwhite%2Bbackground.jpeg.png,1,Big One - Image 1,,,,,,,,,,,,,,,,,,,,
big-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/fc3bf89f-a633-4700-b85e-749e07a23295/Big+One+2.jpg,2,Big One - Image 2,,,,,,,,,,,,,,,,,,,,
big-one,,,,,,,,,,,,,,,,,,,,,,,,,https://images.squarespace-cdn.com/content/v1/67da0c2c5d3b414ebdd380a0/437a8f10-00eb-45f5-8b56-7900797e3c36/Big+One+Fan.jpg,3,Big One - Image 3,,,,,,,,,,,,,,,,,,,,
